path,risk_score,lines,complexity,churn,touches,update_methods,public_fields,reflection_hits,magic_numbers
Assets/Core/Command/ICommand.cs,7.72,50,1,50,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/Events/LevelManager/LevelManagerEvents.cs,7.66,49,1,49,1,0,0,0,0
Assets/Demos/FunctionDev/CharacterControllerDemo/PlayerMovementTickOrder.cs,6.49,29,1,29,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/GamePlay/Entities/PlatformerGame/MovePlatformer/MovePlatformerPathPoint.cs,6.16,13,1,13,1,0,0,0,1
Assets/Core/GameCoreSystems/LoadingSplash/IProgressable.cs,6.14,23,1,23,1,0,0,0,0
Assets/GameMain/LDtkProject/gm_ldtk_project/GmLDtkEnums.cs,6.03,21,1,21,1,0,0,0,0
Assets/Core/Events/Stats/StatsEvents.cs,6.03,21,1,21,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/GamePlay/PlayerControl/PlayerControlTickOrder.cs,5.97,20,1,20,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/Events/SuperText/SuperTextEvents.cs,5.91,19,1,19,1,0,0,0,0
Assets/Core/Events/ConsoleManager/VgIngameConsoleManagerEvents.cs,5.91,19,1,19,1,0,0,0,0
Assets/Core/Exceptions/Load/LoadFailedException.cs,5.91,19,1,19,1,0,0,0,0
Assets/Core/Exceptions/Command/CommandExcuteFailedException.cs,5.91,19,1,19,1,0,0,0,0
Assets/Demos/FunctionDev/CharacterControllerDemo/PlayerMovementComponent.Physics.cs,5.85,18,1,18,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/GamePlay/Entities/LDtkFieldAttribute.cs,5.85,18,1,18,1,0,0,0,0
Assets/Core/Exceptions/CoreModuleException/CoreModuleException.cs,5.85,18,1,18,1,0,0,0,0
Assets/GameMain/Scripts/Editor/Events/GameEditorTest/GmEditorTestEvents.cs,5.79,17,1,17,1,0,0,0,0
Assets/Core/GameCore/GameIdentifiers.cs,5.67,15,1,15,1,0,0,0,0
Assets/Core/GameCore/GameFlow/Steps/ShowLogoStep.cs,5.62,14,1,14,1,0,0,0,0
Assets/Tests/Editor/UI/SuperText/TypewriterScheduleTests.cs,5.59,68,1,68,1,0,0,0,12
Assets/Core/GameCoreSystems/ICoreModuleSystem.cs,5.56,13,1,13,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/GamePlay/PlayerControl/PlayerPlatformerInitializer.cs,5.5,12,1,12,1,0,0,0,0
Assets/Core/GameCoreSystems/Audio/Entry/CustomParameterUpdateEntry.cs,5.5,12,1,12,1,0,0,0,0
Assets/Core/GameCoreSystems/Audio/Interfaces/IValueEvent.cs,5.5,12,1,12,1,0,0,0,0
Assets/Core/GameCoreSystems/Stats/StatKeys.cs,5.44,11,1,11,1,0,0,0,0
Assets/Core/GameCore/GameFlow/GameFlowTrigger.cs,5.44,11,1,11,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/Events/PlayerControl/PlayerControlEvents.cs,5.38,10,1,10,1,0,0,0,0
Assets/Core/GameCore/GameFlow/IGameFlowCommand.cs,5.38,10,1,10,1,0,0,0,0
Assets/Core/GameCoreSystems/LoadingSplash/VgSplashKey.cs,5.33,9,1,9,1,0,0,0,0
Assets/Core/GameCoreSystems/Audio/Enums/TriggerMode.cs,5.33,9,1,9,1,0,0,0,0
Assets/Core/GameCoreSystems/Audio/Interfaces/IPositionEvent.cs,5.33,9,1,9,1,0,0,0,0
Assets/Core/GameCoreSystems/Audio/Interfaces/IFmodOneShotEvent.cs,5.33,9,1,9,1,0,0,0,0
Assets/Core/GameCoreSystems/Audio/Interfaces/IFmodParameterEvent.cs,5.33,9,1,9,1,0,0,0,0
Assets/Core/GameCoreSystems/Audio/Enums/AudioPlayMode.cs,5.27,8,1,8,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/UI/SuperText/ICharacterEffect.cs,5.21,7,1,7,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/AudioEntries/AudioEntryChapterBgm.cs,5.15,6,1,6,1,0,0,0,0
Assets/GameMain/Scripts/RunTime/GamePlay/Entities/LightThing/LightEntitySet.cs,5.15,6,1,6,1,0,0,0,0
Assets/Core/Extensions/UnityHelper.cs,5.15,6,1,6,1,0,0,0,0
Assets/Core/GameCoreSystems/Audio/Interfaces/IFmodPositionEvent.cs,5.03,4,1,4,1,0,0,0,0
