path,line,text
Assets/ThirdParty/UnityHFSM-v2.2.0/Samples~/GuardAI/Scripts/GuardAI.cs,56,// TODO: Cause damage to player if in range.
Assets/ThirdParty/UnityHFSM-v2.2.0/src/Visualization/HfsmAnimatorGraph.cs,258,// TODO: Use the trigger (event) as the transition condition instead?
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,27,"* Fix bug in ""Clear Log on Update"" preferences option hiding messages"
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,99,"* Fixed ""Switch"" node Dynamic Branch bug (#348)"
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,211,"* Fixed Premultiply shader bug in URP Unlit template, all versions (#301)"
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,274,* Fixed URP 2D templates color change bug in 15x and 16x (#211)
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,499,"* Fixed bug in ""LightAttenuation"" node"" breaking cascade shadows"
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,583,* Fixed Light Attenuation node bug causing materials to be transparent on builds
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,594,* Fixed bug in GlobalAutoSRP preferences option
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,659,* Fixed inline properties due to template upgrade bug caused by property reordering
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,3802,* Fixed bug where 'Function Switch' node options were being incorrectly saved which caused a crash on load
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,5591,* Fixed issue with attempting connection removal on inexistent nodes ( bug affecting Append node )
Assets/ThirdParty/AmplifyShaderEditor/ChangeLog.txt,5628,* Fixed Vector2 Append Node bug
Assets/ThirdParty/AmplifyShaderEditor/Plugins/EditorResources/Previews/Preview_TangentSignVertexDataNode.shader,26,//TODO: needs revision at some point
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Wires/InputPort.cs,544,//TODO: Replace GenerateShaderForOutput(...) calls to this one
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/ParentNode.cs,3203,//TODO: check if not necessary
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Misc/CustomExpressionNode.cs,541,//Hack to be used util indent is properly used
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Misc/CustomExpressionNode.cs,2450,//Fixing bug where user could set main output port as OBJECT
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Misc/DynamicAppendNode.cs,417,//TODO: MAKE THIS LESS BRUTE FORCE
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Misc/WireNode.cs,464,//TODO: it still generates crooked lines if wire nodes get too close to non-wire nodes (the fix would be to calculate the non-wire nodes magnitude properly)
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Textures/SamplerNode.cs,221,//TODO: rewrite this to be faster
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Textures/SamplerNode.cs,1456,"Debug.Log(""TODO"");"
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Textures/SamplerNode.cs,1625,//		//TODO: make the sampler not generate local variables at all times
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Textures/TexturePropertyNode.cs,1209,//TODO: this is a hack and needs to be properly fixed
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/SurfaceShaderInputs/ScreenPosInputsNode.cs,126,"// TODO: these kinds of calls need a serious cleanup, too much redundancy"
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Operators/InverseOpNode.cs,119,//Hack to be used util indent is properly used
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Constants/StaticSwitch.cs,165,"""Keyword stage ignored in Surface Shaders due to Unity bug."";"
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Constants/TextureArrayNode.cs,895,//TODO: unity now supports bias as well
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/ImageEffects/RGBToHSVNode.cs,63,//Hack to be used util indent is properly used
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/ImageEffects/HSVToRGBNode.cs,47,//Hack to be used util indent is properly used
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/HelperFuncs/UnityObjToClipPosHlpNode.cs,20,//TODO: revisit this later
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/HelperFuncs/WorldSpaceViewDirHlpNode.cs,26,//TODO: revisit this later
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/HelperFuncs/ObjSpaceViewDirHlpNode.cs,26,//TODO: revisit this later
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/HelperFuncs/UnityObjToViewPosHlpNode.cs,20,//TODO: revisit this later
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Master/StandardSurface.cs,3813,"//TODO: TEMPORARY SOLUTION, this needs to go somewhere else, there's no need for these comparisons"
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Master/StandardSurface.cs,4060,//TODO: Remove current SaveDebugShader and uncomment SaveToDisk as soon as pathname is editable
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Master/TessellationOpHelper.cs,744,//ToDo: Optimize material property fetches to use Id instead of string
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Master/MasterNode.cs,415,// this is a hack to control the automatic selection of text fields when the window is selected after serialization
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Master/MasterNode.cs,760,//TODO: Remove current SaveDebugShader and uncomment SaveToDisk as soon as pathname is editable
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/Master/MasterNodeDataCollector.cs,930,"// TODO: this needs to change, find the property should be dependant of have a ""("""
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Utils/ASEStartScreen.cs,79,"""Check the lastest additions, improvements and bug fixes done to ASE"""
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Utils/GeneratorUtils.cs,1534,// TODO: check later if precision can be half
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Utils/GeneratorUtils.cs,1581,// TODO: check later if precision can be half
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Utils/GeneratorUtils.cs,3022,//Hack to be used util indent is properly used
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Utils/Preferences.Project.cs,114,// TODO: Not critical?
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Menu/AmplifyShaderEditorWindow.cs,4810,// TODO: this need to be fused to the main load function somehow
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Menu/AmplifyShaderEditorWindow.cs,4889,"//TODO: After all is working, convert string parameters to ints in order to speed up reading"
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Menu/AmplifyShaderEditorWindow.cs,5334,"//TODO: After all is working, convert string parameters to ints in order to speed up reading"
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Menu/AmplifyShaderEditorWindow.cs,6299,) || m_repaintIsDirty; //TODO: If multiple nodes from the same type are selected also show a parameters window which modifies all of them
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Menu/NodeParametersWindow.cs,123,// this hack is need because without it the several FloatFields/Textfields/... would show wrong values ( different from the ones they were assigned to show )
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Templates/TemplateHelperFunctions.cs,1839,// TODO: OPTIMIZE REGEX EXPRESSIONS TO NOT CATCH EMPTY GROUPS
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Templates/TemplateHelperFunctions.cs,1993,// TODO: OPTIMIZE REGEX EXPRESSIONS TO NOT CATCH EMPTY GROUPS
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Templates/TemplateHelperFunctions.cs,2788,/*TODO:
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Templates/TemplatesBlendModule.cs,589,//TODO: we should send this data to the alpha to mask module instead
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Templates/TemplateMultiPassMasterNode.cs,3123,// Temporary hack
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Templates/TemplateMultiPassMasterNode.cs,3768,//TODO Must place this on the correct place
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Templates/TemplateOptionsUI.cs,405,"//This is quite the hack. The bug is related to if a user chooses an inline property on the field option, then the behavior is to comment the original property set on the template"
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Templates/TemplateOptionsUI.cs,406,"// The problem is that, if the user sets an inline property and select its own internal property from there, then the behavior that will prevail without this hack is to call the actions associated with setting a new inli"
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Graphs/ParentGraph.cs,1156,//TODO: remove this temp from here
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Graphs/ParentGraph.cs,2700,//TODO: check better placement of this code (reconnects wires from wire nodes)
Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Graphs/ParentGraph.cs,3352,//TODO: remove this dynamic list
